concept_index,concept_name,layer_index,layer_name,cav_sensitivity,training_step
21,agent_against_left_wall,2,flatten,0.855,500000
22,agent_against_right_wall,2,flatten,0.8500000000000001,500000
23,agent_against_upper_wall,2,flatten,0.885,500000
24,agent_against_bottom_wall,2,flatten,0.8300000000000001,500000
0,avo_above_agent,3,dense,0.5449999999999999,500000
1,avo_right_of_agent,3,dense,0.4850000000000001,500000
2,avo_below_agent,3,dense,0.5900000000000001,500000
3,avo_left_of_agent,3,dense,0.47,500000
4,random_observation,3,dense,0.0,500000
5,enemy_close_to_agent,3,dense,0.4750000000000001,500000
6,avocado_visible,3,dense,0.6200000000000001,500000
7,agent_close_to_avocado,3,dense,0.5549999999999999,500000
8,agent_next_to_wall,3,dense,0.30000000000000004,500000
9,enemy_within_3_left,3,dense,0.5449999999999999,500000
10,enemy_within_3_right,3,dense,0.6100000000000001,500000
11,enemy_within_3_up,3,dense,0.615,500000
12,enemy_within_3_down,3,dense,0.54,500000
13,enemy_2_steps_left,3,dense,0.77,500000
14,enemy_2_steps_right,3,dense,0.665,500000
15,enemy_2_steps_up,3,dense,0.7949999999999999,500000
16,enemy_2_steps_down,3,dense,0.685,500000
17,enemy_1_step_left,3,dense,0.9099999999999999,500000
18,enemy_1_step_right,3,dense,0.8400000000000001,500000
19,enemy_1_step_up,3,dense,0.855,500000
20,enemy_1_step_down,3,dense,0.8600000000000001,500000
21,agent_against_left_wall,3,dense,0.42500000000000004,500000
22,agent_against_right_wall,3,dense,0.45500000000000007,500000
23,agent_against_upper_wall,3,dense,0.4950000000000001,500000
24,agent_against_bottom_wall,3,dense,0.4850000000000001,500000
0,avo_above_agent,4,dense_1,0.4850000000000001,500000
1,avo_right_of_agent,4,dense_1,0.41999999999999993,500000
2,avo_below_agent,4,dense_1,0.52,500000
3,avo_left_of_agent,4,dense_1,0.45500000000000007,500000
4,random_observation,4,dense_1,0.004999999999999893,500000
5,enemy_close_to_agent,4,dense_1,0.22999999999999998,500000
6,avocado_visible,4,dense_1,0.6100000000000001,500000
7,agent_close_to_avocado,4,dense_1,0.5349999999999999,500000
8,agent_next_to_wall,4,dense_1,0.1200000000000001,500000
9,enemy_within_3_left,4,dense_1,0.47,500000
10,enemy_within_3_right,4,dense_1,0.43999999999999995,500000
11,enemy_within_3_up,4,dense_1,0.41999999999999993,500000
12,enemy_within_3_down,4,dense_1,0.43500000000000005,500000
13,enemy_2_steps_left,4,dense_1,0.7549999999999999,500000
14,enemy_2_steps_right,4,dense_1,0.55,500000
15,enemy_2_steps_up,4,dense_1,0.845,500000
16,enemy_2_steps_down,4,dense_1,0.615,500000
17,enemy_1_step_left,4,dense_1,0.8799999999999999,500000
18,enemy_1_step_right,4,dense_1,0.7350000000000001,500000
19,enemy_1_step_up,4,dense_1,0.7250000000000001,500000
20,enemy_1_step_down,4,dense_1,0.8049999999999999,500000
21,agent_against_left_wall,4,dense_1,0.11499999999999999,500000
22,agent_against_right_wall,4,dense_1,0.0,500000
23,agent_against_upper_wall,4,dense_1,0.02499999999999991,500000
24,agent_against_bottom_wall,4,dense_1,0.09000000000000008,500000
0,avo_above_agent,0,conv2d,0.0,550000
1,avo_right_of_agent,0,conv2d,0.2549999999999999,550000
2,avo_below_agent,0,conv2d,0.0,550000
3,avo_left_of_agent,0,conv2d,0.0,550000
4,random_observation,0,conv2d,0.004999999999999893,550000
5,enemy_close_to_agent,0,conv2d,0.004999999999999893,550000
6,avocado_visible,0,conv2d,0.0,550000
7,agent_close_to_avocado,0,conv2d,0.004999999999999893,550000
8,agent_next_to_wall,0,conv2d,0.0,550000
9,enemy_within_3_left,0,conv2d,0.004999999999999893,550000
10,enemy_within_3_right,0,conv2d,0.004999999999999893,550000
11,enemy_within_3_up,0,conv2d,0.0,550000
12,enemy_within_3_down,0,conv2d,0.0,550000
13,enemy_2_steps_left,0,conv2d,0.004999999999999893,550000
14,enemy_2_steps_right,0,conv2d,0.0,550000
15,enemy_2_steps_up,0,conv2d,0.0,550000
16,enemy_2_steps_down,0,conv2d,0.004999999999999893,550000
17,enemy_1_step_left,0,conv2d,0.004999999999999893,550000
18,enemy_1_step_right,0,conv2d,0.0,550000
19,enemy_1_step_up,0,conv2d,0.004999999999999893,550000
20,enemy_1_step_down,0,conv2d,0.004999999999999893,550000
21,agent_against_left_wall,0,conv2d,0.9199999999999999,550000
22,agent_against_right_wall,0,conv2d,0.9550000000000001,550000
23,agent_against_upper_wall,0,conv2d,0.935,550000
24,agent_against_bottom_wall,0,conv2d,0.875,550000
0,avo_above_agent,1,conv2d_1,0.004999999999999893,550000
1,avo_right_of_agent,1,conv2d_1,0.004999999999999893,550000
2,avo_below_agent,1,conv2d_1,0.004999999999999893,550000
3,avo_left_of_agent,1,conv2d_1,0.0,550000
4,random_observation,1,conv2d_1,0.004999999999999893,550000
5,enemy_close_to_agent,1,conv2d_1,0.004999999999999893,550000
6,avocado_visible,1,conv2d_1,0.004999999999999893,550000
7,agent_close_to_avocado,1,conv2d_1,0.2450000000000001,550000
8,agent_next_to_wall,1,conv2d_1,0.0,550000
9,enemy_within_3_left,1,conv2d_1,0.0,550000
10,enemy_within_3_right,1,conv2d_1,0.004999999999999893,550000
11,enemy_within_3_up,1,conv2d_1,0.0,550000
12,enemy_within_3_down,1,conv2d_1,0.0,550000
13,enemy_2_steps_left,1,conv2d_1,0.0,550000
14,enemy_2_steps_right,1,conv2d_1,0.0,550000
15,enemy_2_steps_up,1,conv2d_1,0.004999999999999893,550000
16,enemy_2_steps_down,1,conv2d_1,0.004999999999999893,550000
17,enemy_1_step_left,1,conv2d_1,0.0,550000
18,enemy_1_step_right,1,conv2d_1,0.0,550000
19,enemy_1_step_up,1,conv2d_1,0.004999999999999893,550000
20,enemy_1_step_down,1,conv2d_1,0.0,550000
21,agent_against_left_wall,1,conv2d_1,0.81,550000
22,agent_against_right_wall,1,conv2d_1,0.825,550000
23,agent_against_upper_wall,1,conv2d_1,0.8700000000000001,550000
24,agent_against_bottom_wall,1,conv2d_1,0.8049999999999999,550000
0,avo_above_agent,2,flatten,0.004999999999999893,550000
1,avo_right_of_agent,2,flatten,0.004999999999999893,550000
2,avo_below_agent,2,flatten,0.004999999999999893,550000
3,avo_left_of_agent,2,flatten,0.0,550000
4,random_observation,2,flatten,0.004999999999999893,550000
5,enemy_close_to_agent,2,flatten,0.004999999999999893,550000
6,avocado_visible,2,flatten,0.004999999999999893,550000
7,agent_close_to_avocado,2,flatten,0.2450000000000001,550000
8,agent_next_to_wall,2,flatten,0.0,550000
9,enemy_within_3_left,2,flatten,0.0,550000
10,enemy_within_3_right,2,flatten,0.004999999999999893,550000
11,enemy_within_3_up,2,flatten,0.0,550000
12,enemy_within_3_down,2,flatten,0.0,550000
13,enemy_2_steps_left,2,flatten,0.0,550000
14,enemy_2_steps_right,2,flatten,0.0,550000
15,enemy_2_steps_up,2,flatten,0.004999999999999893,550000
16,enemy_2_steps_down,2,flatten,0.004999999999999893,550000
17,enemy_1_step_left,2,flatten,0.0,550000
18,enemy_1_step_right,2,flatten,0.0,550000
19,enemy_1_step_up,2,flatten,0.004999999999999893,550000
20,enemy_1_step_down,2,flatten,0.0,550000
21,agent_against_left_wall,2,flatten,0.81,550000
22,agent_against_right_wall,2,flatten,0.825,550000
23,agent_against_upper_wall,2,flatten,0.8700000000000001,550000
24,agent_against_bottom_wall,2,flatten,0.8049999999999999,550000
0,avo_above_agent,3,dense,0.54,550000
1,avo_right_of_agent,3,dense,0.4750000000000001,550000
2,avo_below_agent,3,dense,0.6100000000000001,550000
3,avo_left_of_agent,3,dense,0.48,550000
4,random_observation,3,dense,0.0,550000
5,enemy_close_to_agent,3,dense,0.5249999999999999,550000
6,avocado_visible,3,dense,0.655,550000
7,agent_close_to_avocado,3,dense,0.5449999999999999,550000
8,agent_next_to_wall,3,dense,0.33499999999999996,550000
9,enemy_within_3_left,3,dense,0.565,550000
10,enemy_within_3_right,3,dense,0.605,550000
11,enemy_within_3_up,3,dense,0.5900000000000001,550000
12,enemy_within_3_down,3,dense,0.5349999999999999,550000
13,enemy_2_steps_left,3,dense,0.7350000000000001,550000
14,enemy_2_steps_right,3,dense,0.69,550000
15,enemy_2_steps_up,3,dense,0.71,550000
16,enemy_2_steps_down,3,dense,0.6799999999999999,550000
17,enemy_1_step_left,3,dense,0.925,550000
18,enemy_1_step_right,3,dense,0.8600000000000001,550000
19,enemy_1_step_up,3,dense,0.865,550000
20,enemy_1_step_down,3,dense,0.905,550000
21,agent_against_left_wall,3,dense,0.52,550000
22,agent_against_right_wall,3,dense,0.5,550000
23,agent_against_upper_wall,3,dense,0.5700000000000001,550000
24,agent_against_bottom_wall,3,dense,0.5149999999999999,550000
0,avo_above_agent,4,dense_1,0.4950000000000001,550000
1,avo_right_of_agent,4,dense_1,0.395,550000
2,avo_below_agent,4,dense_1,0.625,550000
3,avo_left_of_agent,4,dense_1,0.44999999999999996,550000
4,random_observation,4,dense_1,0.0,550000
5,enemy_close_to_agent,4,dense_1,0.2350000000000001,550000
6,avocado_visible,4,dense_1,0.635,550000
7,agent_close_to_avocado,4,dense_1,0.5049999999999999,550000
8,agent_next_to_wall,4,dense_1,0.1299999999999999,550000
9,enemy_within_3_left,4,dense_1,0.45500000000000007,550000
10,enemy_within_3_right,4,dense_1,0.49,550000
11,enemy_within_3_up,4,dense_1,0.43999999999999995,550000
12,enemy_within_3_down,4,dense_1,0.3400000000000001,550000
13,enemy_2_steps_left,4,dense_1,0.7150000000000001,550000
14,enemy_2_steps_right,4,dense_1,0.6599999999999999,550000
15,enemy_2_steps_up,4,dense_1,0.6599999999999999,550000
16,enemy_2_steps_down,4,dense_1,0.605,550000
17,enemy_1_step_left,4,dense_1,0.875,550000
18,enemy_1_step_right,4,dense_1,0.76,550000
19,enemy_1_step_up,4,dense_1,0.8300000000000001,550000
20,enemy_1_step_down,4,dense_1,0.78,550000
21,agent_against_left_wall,4,dense_1,0.125,550000
22,agent_against_right_wall,4,dense_1,0.1299999999999999,550000
23,agent_against_upper_wall,4,dense_1,0.09000000000000008,550000
24,agent_against_bottom_wall,4,dense_1,0.06499999999999995,550000
0,avo_above_agent,0,conv2d,0.0,600000
1,avo_right_of_agent,0,conv2d,0.0,600000
2,avo_below_agent,0,conv2d,0.004999999999999893,600000
3,avo_left_of_agent,0,conv2d,0.0,600000
4,random_observation,0,conv2d,0.004999999999999893,600000
5,enemy_close_to_agent,0,conv2d,0.004999999999999893,600000
6,avocado_visible,0,conv2d,0.0,600000
7,agent_close_to_avocado,0,conv2d,0.004999999999999893,600000
8,agent_next_to_wall,0,conv2d,0.0,600000
9,enemy_within_3_left,0,conv2d,0.004999999999999893,600000
10,enemy_within_3_right,0,conv2d,0.0,600000
11,enemy_within_3_up,0,conv2d,0.0,600000
12,enemy_within_3_down,0,conv2d,0.0,600000
13,enemy_2_steps_left,0,conv2d,0.004999999999999893,600000
14,enemy_2_steps_right,0,conv2d,0.0,600000
15,enemy_2_steps_up,0,conv2d,0.0,600000
16,enemy_2_steps_down,0,conv2d,0.004999999999999893,600000
17,enemy_1_step_left,0,conv2d,0.004999999999999893,600000
18,enemy_1_step_right,0,conv2d,0.0,600000
19,enemy_1_step_up,0,conv2d,0.004999999999999893,600000
20,enemy_1_step_down,0,conv2d,0.004999999999999893,600000
21,agent_against_left_wall,0,conv2d,0.8999999999999999,600000
22,agent_against_right_wall,0,conv2d,0.94,600000
23,agent_against_upper_wall,0,conv2d,0.935,600000
24,agent_against_bottom_wall,0,conv2d,0.885,600000
0,avo_above_agent,1,conv2d_1,0.0,600000
1,avo_right_of_agent,1,conv2d_1,0.004999999999999893,600000
2,avo_below_agent,1,conv2d_1,0.004999999999999893,600000
3,avo_left_of_agent,1,conv2d_1,0.0,600000
4,random_observation,1,conv2d_1,0.004999999999999893,600000
5,enemy_close_to_agent,1,conv2d_1,0.004999999999999893,600000
6,avocado_visible,1,conv2d_1,0.0,600000
7,agent_close_to_avocado,1,conv2d_1,0.3700000000000001,600000
8,agent_next_to_wall,1,conv2d_1,0.10000000000000009,600000
9,enemy_within_3_left,1,conv2d_1,0.0,600000
10,enemy_within_3_right,1,conv2d_1,0.004999999999999893,600000
11,enemy_within_3_up,1,conv2d_1,0.0,600000
12,enemy_within_3_down,1,conv2d_1,0.0,600000
13,enemy_2_steps_left,1,conv2d_1,0.0,600000
14,enemy_2_steps_right,1,conv2d_1,0.0,600000
15,enemy_2_steps_up,1,conv2d_1,0.004999999999999893,600000
16,enemy_2_steps_down,1,conv2d_1,0.0,600000
17,enemy_1_step_left,1,conv2d_1,0.004999999999999893,600000
18,enemy_1_step_right,1,conv2d_1,0.0,600000
19,enemy_1_step_up,1,conv2d_1,0.0,600000
20,enemy_1_step_down,1,conv2d_1,0.0,600000
21,agent_against_left_wall,1,conv2d_1,0.845,600000
22,agent_against_right_wall,1,conv2d_1,0.685,600000
23,agent_against_upper_wall,1,conv2d_1,0.8799999999999999,600000
24,agent_against_bottom_wall,1,conv2d_1,0.8400000000000001,600000
0,avo_above_agent,2,flatten,0.0,600000
1,avo_right_of_agent,2,flatten,0.004999999999999893,600000
2,avo_below_agent,2,flatten,0.004999999999999893,600000
3,avo_left_of_agent,2,flatten,0.0,600000
4,random_observation,2,flatten,0.004999999999999893,600000
5,enemy_close_to_agent,2,flatten,0.004999999999999893,600000
6,avocado_visible,2,flatten,0.0,600000
7,agent_close_to_avocado,2,flatten,0.3700000000000001,600000
8,agent_next_to_wall,2,flatten,0.10000000000000009,600000
9,enemy_within_3_left,2,flatten,0.0,600000
10,enemy_within_3_right,2,flatten,0.004999999999999893,600000
11,enemy_within_3_up,2,flatten,0.0,600000
12,enemy_within_3_down,2,flatten,0.0,600000
13,enemy_2_steps_left,2,flatten,0.0,600000
14,enemy_2_steps_right,2,flatten,0.0,600000
15,enemy_2_steps_up,2,flatten,0.004999999999999893,600000
16,enemy_2_steps_down,2,flatten,0.0,600000
17,enemy_1_step_left,2,flatten,0.004999999999999893,600000
18,enemy_1_step_right,2,flatten,0.0,600000
19,enemy_1_step_up,2,flatten,0.0,600000
20,enemy_1_step_down,2,flatten,0.0,600000
21,agent_against_left_wall,2,flatten,0.845,600000
22,agent_against_right_wall,2,flatten,0.685,600000
23,agent_against_upper_wall,2,flatten,0.8799999999999999,600000
24,agent_against_bottom_wall,2,flatten,0.8400000000000001,600000
0,avo_above_agent,3,dense,0.5449999999999999,600000
1,avo_right_of_agent,3,dense,0.5449999999999999,600000
2,avo_below_agent,3,dense,0.6000000000000001,600000
3,avo_left_of_agent,3,dense,0.53,600000
4,random_observation,3,dense,0.0,600000
5,enemy_close_to_agent,3,dense,0.52,600000
6,avocado_visible,3,dense,0.655,600000
7,agent_close_to_avocado,3,dense,0.615,600000
8,agent_next_to_wall,3,dense,0.345,600000
9,enemy_within_3_left,3,dense,0.49,600000
10,enemy_within_3_right,3,dense,0.5449999999999999,600000
11,enemy_within_3_up,3,dense,0.585,600000
12,enemy_within_3_down,3,dense,0.5049999999999999,600000
13,enemy_2_steps_left,3,dense,0.56,600000
14,enemy_2_steps_right,3,dense,0.7250000000000001,600000
15,enemy_2_steps_up,3,dense,0.7,600000
16,enemy_2_steps_down,3,dense,0.6950000000000001,600000
17,enemy_1_step_left,3,dense,0.915,600000
18,enemy_1_step_right,3,dense,0.845,600000
19,enemy_1_step_up,3,dense,0.905,600000
20,enemy_1_step_down,3,dense,0.815,600000
21,agent_against_left_wall,3,dense,0.5800000000000001,600000
22,agent_against_right_wall,3,dense,0.5049999999999999,600000
23,agent_against_upper_wall,3,dense,0.5449999999999999,600000
24,agent_against_bottom_wall,3,dense,0.6000000000000001,600000
0,avo_above_agent,4,dense_1,0.49,600000
1,avo_right_of_agent,4,dense_1,0.52,600000
2,avo_below_agent,4,dense_1,0.5149999999999999,600000
3,avo_left_of_agent,4,dense_1,0.5049999999999999,600000
4,random_observation,4,dense_1,0.0,600000
5,enemy_close_to_agent,4,dense_1,0.2250000000000001,600000
6,avocado_visible,4,dense_1,0.54,600000
7,agent_close_to_avocado,4,dense_1,0.5549999999999999,600000
8,agent_next_to_wall,4,dense_1,0.1200000000000001,600000
9,enemy_within_3_left,4,dense_1,0.33499999999999996,600000
10,enemy_within_3_right,4,dense_1,0.48,600000
11,enemy_within_3_up,4,dense_1,0.4650000000000001,600000
12,enemy_within_3_down,4,dense_1,0.33000000000000007,600000
13,enemy_2_steps_left,4,dense_1,0.47,600000
14,enemy_2_steps_right,4,dense_1,0.605,600000
15,enemy_2_steps_up,4,dense_1,0.6599999999999999,600000
16,enemy_2_steps_down,4,dense_1,0.6299999999999999,600000
17,enemy_1_step_left,4,dense_1,0.7749999999999999,600000
18,enemy_1_step_right,4,dense_1,0.8,600000
19,enemy_1_step_up,4,dense_1,0.8200000000000001,600000
20,enemy_1_step_down,4,dense_1,0.6799999999999999,600000
21,agent_against_left_wall,4,dense_1,0.17500000000000004,600000
22,agent_against_right_wall,4,dense_1,0.17500000000000004,600000
